Date,CL,HO,HU,NG,LMAH,HG,GC,LMZS,SI,LMPB,PL,LMNI,LMSN,PA,W,C,CT,S,LC,KC,RR,BO,LH,SB,JE,CC,OL,JN,LB,WA,RS,JO,O,ZH,SM
20031126,30.41,83.49,83.66,4.925,1512.5,90.7,396.8,929,5.355,631,767.9,12030,5460,188.8,386.5,242.5,68,745.75,98.475,57.75,8.2,26.93,48.45,6.25,12000,1446,848,135.5,314.4,142.4,369,68.45,133.5,2992,228.7
20031127,30.41,83.49,83.66,4.925,1520,90.7,396.8,943,5.355,636,767.9,12125,5490,188.8,386.5,242.5,68,745.75,98.475,57.75,8.2,26.93,48.45,6.25,12150,1446,853,131.8,314.4,143.5,367.3,68.45,133.5,3003,228.7
20031128,30.41,83.49,83.66,4.925,1540,90.7,396.8,955,5.355,639.5,767.9,12245,5565,188.8,394.25,245,68,756.25,99.25,57.75,8.41,27.72,49.95,6.25,12030,1446,857,134.1,313.8,141.2,369.1,68.45,134.5,3090,228.4
20031201,29.95,83.4,82.17,5.283,1549,95.55,402.7,963,5.445,643,774,12510,5595,189,395.75,246.5,68.25,761,99.025,59.6,8.535,28.1,51.025,6.29,11780,1547,862,133,308.2,141.4,366.1,70.6,142,3110,228.3
20031202,30.78,86.26,84.18,5.579,1563,96.95,403.7,979,5.496,648,779.8,12550,5620,192.75,395.75,245.75,68.5,773.25,99.575,62,8.68,28.1,50.1,6.38,11430,1535,871,130.7,298.2,138.5,363.6,69.4,142,3110,232.3
20031203,31.1,86.62,85.64,5.756,1565,97.6,403.9,986,5.468,670,776.8,12790,5670,192.35,402,249.25,68.2,778.25,98.15,62.5,8.755,28.19,49.475,6.58,11080,1571,872,132,299.2,142.5,367,69.2,142.75,3134,233.3
20031204,31.26,88.19,85.96,6.337,1559,96.3,403.3,981,5.452,670,791.4,12700,5685,198.4,399.5,246.75,67,769,97.05,60.95,8.66,27.9,49.125,6.71,10770,1600,869,133.4,294,138.4,367.7,69.95,141.5,3165,230
20031205,30.73,86.36,85.13,6.135,1553,96.9,406.4,986,5.472,666,790.7,12800,5820,201.3,391,246.5,67.74,760.5,96.575,61.9,8.69,27.95,49.05,6.65,10670,1585,874,134,297.2,138.4,365.9,70,140.5,3099,225.7
20031208,32.1,90.54,87.34,6.902,1552,96.65,406.6,977,5.54,674,801.9,12930,5745,207.35,396.5,246.75,70.04,770.75,97.025,63.85,8.69,28.65,49.675,6.66,10460,1613,870,131.9,287.4,136.5,367.7,69.55,143,3035,226.2
20031209,31.76,88.66,86.46,6.722,1561,97.8,408.2,983,5.635,676,801.3,13220,5795,213.3,395,249.75,70.24,787,95.525,63.5,8.67,28.89,49.2,6.72,10540,1730,858,133.7,289.7,136.5,369,69.35,145,3043,233.3
20031210,31.88,88.84,86.73,6.711,1560,97.75,406.2,987,5.6,677,810.7,13265,5820,210.1,386.5,249.75,69.81,785,94.025,63,8.77,28.95,49.725,6.7,10420,1698,853,137.8,283.5,137,370.2,68.85,145.25,3061,231.5
20031211,31.85,88.48,86.38,6.615,1547,97.6,404.6,987,5.579,668,807.6,13110,5790,207.9,378,252,69.89,766.75,93.575,62,8.705,28.33,49.95,6.75,10480,1661,841,139.5,279,137,368,68.6,145,3061,228.1
20031212,33.04,92.56,90.04,7.221,1559,98.65,409.4,994,5.622,672,819.4,13470,5900,210.85,380.5,254.75,70.31,776.25,93.25,63,8.525,28.87,49.85,6.77,10420,1644,840,136.2,284.2,137,367.8,68.3,144.5,3051,231
20031215,33.18,92.06,90.28,6.954,1567,99.8,409.2,989,5.639,674,822.7,13500,5940,206.75,386.5,253.5,70.57,773,94.075,59.9,8.42,28.54,52.8,6.45,10430,1637,851,142.9,281.6,137.2,365.2,66.6,148.25,3027,230.6
20031216,32.89,91.84,90.33,6.747,1574.5,100.75,407.7,996,5.629,687,824.3,14300,5960,203,389.5,252,69.92,764.25,92.85,60,8.545,28.16,51.75,6.55,10370,1573,860,142.1,279,137.5,362,65.95,147.5,2944,228.1
20031217,33.35,94.18,91.94,6.993,1569,99.7,412,989,5.692,685,839.8,14600,6100,203.05,386,251.5,70.37,768.5,92.675,61.15,8.44,28.16,52.325,6.54,10350,1590,860,144.5,287.7,138,368.5,66.7,147.75,2945,229.9
20031218,33.71,96.42,92.72,7.122,1575,101.7,410.4,998,5.712,683,823.6,14800,6280,200.1,393.25,249.5,69.33,759.5,91.175,63.15,8.29,27.71,51.45,6.44,10370,1583,861,142.9,293.8,137,367,66.2,146,2960,227.1
20031219,33.02,93.79,90.69,6.982,1582,102.6,409.2,1004,5.722,689.5,821.5,14855,6150,198.75,394.25,249.25,71.29,764.75,90.725,64.3,8.33,28.05,53.3,6.1,10460,1572,880,134.8,292.8,137.5,371.1,66.25,145.25,2664,229.1
20031222,31.87,89.41,87.17,6.324,1570,100.9,410.6,989,5.709,679,798.2,14995,6155,202.25,385.5,246.25,70.58,753.75,91.675,64.1,8.225,27.56,53.75,5.92,10320,1551,890,138.2,301.5,137,367,66.7,146,2687,228.5
20031223,31.95,89.2,89.08,6.143,1579,102,411,1003,5.735,696,801.8,15685,6275,206.15,370.5,243.75,70.6,741.25,92.35,63.85,8.165,27.41,53.075,5.88,10320,1544,890,138.2,300.1,137,362.5,66.3,147,2687,223.4
20031224,32.86,91.08,91.43,6.379,1593,102.65,412.3,1004,5.78,705,821.5,15850,6340,206.3,363,235.75,71.04,759.75,90.85,63.25,8.35,27.28,51.2,5.91,10270,1559,890,139.9,303.4,135.5,363,64.95,142,2681,233.4
20031225,32.86,91.08,91.43,6.379,1593,102.65,412.3,1004,5.78,705,821.5,15850,6340,206.3,363,235.75,71.04,759.75,90.85,63.25,8.35,27.28,51.2,5.91,10160,1559,890,139.5,303.4,135.5,363,64.95,142,2688,233.4
20031226,32.86,91.08,91.43,6.379,1593,102.65,412.3,1004,5.78,705,821.5,15850,6340,206.3,366,239.75,71.04,792,87.85,63.25,8.55,27.84,53.2,5.91,10140,1559,890,139.4,301.8,135.5,363,64.95,143.5,2703,246.7
20031229,32.4,90.13,91.16,6.15,1591,104.2,414.8,1009,5.917,716,809.1,16380,6450,204.2,364,242.75,73.97,784.5,82.85,63.95,8.52,27.77,53.925,5.8,10140,1548,892,139.4,298.5,135.1,369.5,62.1,145.25,2703,242.9
20031230,32.79,92.94,94.97,6.6,1596,104,417.2,1012,5.983,719,812,16500,6525,201.45,365.25,242.5,74.37,777.5,77.95,63.65,8.5,27.54,53.8,5.75,10140,1537,887,139.4,308.5,133,362.2,61,149.5,2703,240.8
20031231,32.52,91.27,94.92,6.189,1600,104.3,416.1,1017,5.953,724,811.3,16500,6525,197.5,377,246,75.07,789,77.2,64.95,8.54,27.87,53.425,5.67,10140,1515,882,139.4,312.6,132,364.5,60.75,146.25,2703,241.9
20040101,32.52,91.27,94.92,6.189,1600,104.3,416.1,1017,5.953,724,811.3,16500,6525,197.5,377,246,75.07,789,77.2,64.95,8.54,27.87,53.425,5.67,10140,1515,882,139.4,312.6,132,364.5,60.75,146.25,2703,241.9
20040102,32.52,91.27,94.92,6.189,1619,104.3,416.1,1040,5.953,738,811.3,16830,6560,197.5,405.75,253.25,75.07,792.5,73.8,64.95,8.7,28.04,55.425,5.67,10140,1515,875,139.4,321.1,134.9,364.8,60.75,152,2703,241.8
20040105,33.78,96.84,97.69,6.827,1613,108.3,424.8,1047,6.233,739,842.5,17100,6540,204.8,398.5,253,75.8,796.75,75.3,68.6,8.755,28.52,55.95,5.7,10060,1474,868,137.4,316.6,134,362.6,61.05,154.5,2719,242.2
20040106,33.7,97.74,96.55,7.082,1605,106.7,423.2,1027,6.316,728,850.9,15260,6240,204.65,394.5,251.5,75.67,796.25,73.9,70.05,8.82,28.6,54.65,5.85,10170,1550,864,132.4,324.9,134,365,63.75,155.75,2757,242.5
20040107,33.62,96.61,96.09,6.878,1600,106.25,422.3,1023,6.251,721,844.9,15275,6350,204.75,395.5,250,74.04,787.5,75.4,68.85,8.93,27.96,54.925,5.94,10190,1642,873,134.2,336,133.1,361,63.15,155.75,2767,239.9
20040108,33.98,98.41,99.01,7.094,1619,110.45,424.4,1051,6.261,743,856.5,16100,6450,204,394,251.75,75.13,793.5,75.2,68.35,8.94,28.57,53.975,5.76,10250,1611,885,133.5,332.9,133.3,360.2,61.7,155.75,2733,239.8
20040109,34.31,100.96,102.37,7.287,1620,109.95,426.8,1042,6.485,740,855,16100,6565,208.55,385.5,251,74.17,790,75.925,68.8,8.98,28.65,53.75,5.93,10310,1671,883,134,337,131,359,60.65,155,2700,237
20040112,34.72,100.77,101.62,6.906,1608,108,426.6,1033,6.605,733,859.6,14850,6450,219.4,399.25,265.5,74.26,816.5,74.7,70.8,8.45,29.95,51.775,5.97,10310,1665,883,134,327.9,132.6,372,64.7,162.75,2700,243.8
20040113,34.43,98.92,99.77,6.329,1602.5,108.35,424,1030,6.587,730,865.7,14300,6450,223.2,392,268.5,74.31,833,74.85,69.95,8.34,30.3,52.425,5.98,10450,1641,909,133.3,323.1,132.8,373,64.05,162.75,2695,253.7
20040114,34.5,96.74,99.09,6.387,1628,109.25,422,1036,6.422,733,863.4,13500,6500,221.2,395.25,268.75,73.57,835.25,76.35,69.35,8.42,29.79,53.2,5.85,10300,1608,925,132.9,326.5,132.9,372.9,65.35,161.5,2690,258.6
20040115,33.44,92.99,93.29,5.845,1613,108.2,408.7,1020,6.205,726,857.9,13900,6320,215.65,386.25,268.75,74.49,835,77.85,69.55,8.34,29.87,53.8,5.73,10350,1605,903,130.1,327.3,132.4,376.6,65.65,156.75,2701,257.1
20040116,35.07,98.06,99.52,5.94,1622.5,109.1,407,1019,6.322,728,860.9,14750,6340,219.65,398,272.5,74.72,835.75,78.7,71.15,8.33,29.62,54.75,5.79,10320,1597,895,130.8,356.1,133.1,374.4,66.4,160.75,2638,258.5
20040119,35.07,98.06,99.52,5.94,1619,109.1,407,1027,6.322,731,860.9,14025,6355,219.65,398,272.5,74.72,835.75,78.7,71.15,8.33,29.62,54.75,5.79,10490,1597,913,132.9,356.1,132.5,372.9,66.4,160.75,2638,258.5
20040120,36.2,101.89,101.62,6.291,1626,111.35,412.9,1040.5,6.315,739,865.2,15050,6405,224.75,395.5,275.25,75.27,828.25,80.2,74.7,8.31,29.23,55.275,5.81,10520,1589,911,134.7,354.8,132.6,370.7,66,159,2650,259.6
20040121,34.58,102.93,101.97,6.15,1631,111.4,411.2,1044,6.2,747,864.6,14930,6405,240.15,392,277.25,75.66,842,81.7,73.95,8.31,29.55,55.775,5.8,10650,1632,889,135,351,132.8,375.1,61.45,156,2700,263.1
20040122,34.93,103.84,105.49,5.834,1640,111.65,410.1,1036,6.342,760,874.7,14725,6315,254.35,387,276,75.82,840.5,81.625,75.3,8.41,29.19,54.975,5.84,10670,1678,881,135.6,361,133,374.9,62.2,157.5,2760,263.4
20040123,34.94,102.54,103.65,6.059,1636,112.15,408,1032,6.355,755,876.5,14900,6210,242.65,381.5,277,75.94,839.25,80.175,74.45,8.375,29.36,54.85,5.77,10920,1609,883,137.3,351,133.2,376.2,62.3,158.25,2840,264.3
20040126,34.47,99.32,100.25,5.727,1635,111.35,406.7,1016,6.307,749,860.3,14500,6280,240,381.25,281.25,75.64,847.5,78.675,77.35,8.425,29.86,55.825,5.77,10930,1604,883,137.4,342.6,135.4,379.2,61.1,160.75,2845,267.5
20040127,34.12,99.24,98.84,5.716,1626,111.1,410.1,1016,6.55,739,869.1,14450,6275,244,380,276.25,73.76,835.5,79,78.65,8.19,29.52,55.925,5.75,11310,1589,877,136.6,335.2,134.5,377,62.2,158.75,2789,260.7
20040128,33.62,97.24,98.68,5.775,1653,112.95,414.6,1042,6.625,764,850.1,14900,6400,248.4,374.75,270.75,70.76,804.75,77.525,76.75,7.91,28.93,56.425,5.87,11580,1525,863,134.8,334.4,134,366,61.55,153.25,2788,251.3
20040129,32.81,94.44,99.14,5.659,1644.5,112.05,398.5,1029.5,6.23,758,821.3,14605,6420,228.05,380.25,270,68.66,809,76.025,75.2,7.985,29.07,56.075,5.87,11710,1537,867,135.9,334.5,135,365.6,61.25,152.75,2773,252.1
20040130,33.05,93.14,98.04,5.397,1656,114.3,402.2,1043,6.25,769,830.3,15300,6480,231.55,389,276.25,70.73,819.5,76.7,75.5,8.06,29.27,57.35,5.86,11540,1520,879,134.8,333,135.9,377.9,61.6,156.75,2782,255.6
20040202,34.98,94.48,101.73,5.574,1647,114.25,398.7,1052,6.043,784,812.3,14900,6350,226.8,385,271.25,68.64,793,76.525,74.95,7.8,28.98,59.025,5.72,11420,1530,885,133.1,334.6,136,368.3,61.6,155.75,2809,245.1
20040203,34.1,91.42,100.15,5.651,1660,116.75,399.2,1069,6.123,797,826.3,14950,6440,237.2,380.5,273,68.9,802.5,76.325,74.65,7.74,29.86,58.925,5.75,11400,1600,876,133.5,334.5,136,373.2,61.4,156,2831,246.8
20040204,33.1,88.97,98.57,5.654,1671,117.35,401,1067,6.148,809,820.6,14850,6440,241.15,376,270.25,69.25,805.75,74.825,72.6,7.73,29.86,59.425,5.68,11070,1581,883,131,344.5,134.2,376.3,61.65,153,2838,247
20040205,33.08,88.22,100.58,5.4,1667,117.25,398.1,1074.5,6.123,813,816.4,14875,6450,241,381,275.25,68.5,832.25,75.575,72.6,7.62,30.77,61.325,5.58,10790,1600,875,131.5,354.5,134.8,382.1,61.6,154.75,2840,252.3
20040206,32.48,86.45,96.15,5.354,1680,118,403.6,1078,6.278,823,826.7,15075,6455,241.55,378.5,279,69.07,840,75.45,71.8,7.765,30.66,62.025,5.45,11060,1543,878,132.6,362.6,133,382.4,63.15,151.25,2838,256.8
20040209,32.83,87.96,96.75,5.349,1673,118.5,406.8,1077,6.428,832,832.7,15150,6545,242.6,382.25,284.25,67.96,847.5,75,71.5,7.875,31.46,62.425,5.36,10820,1510,871,131.4,370.5,133,386.7,63.35,151.25,2856,255.9
20040210,33.87,89.8,101.05,5.404,1668,117.75,406.4,1073,6.388,832,833.1,15225,6515,241.5,384.5,280,64.96,834.75,73.6,74.15,7.71,31.7,61.875,5.44,10810,1530,867,131.8,367.5,132.6,385.2,61.1,150,2835,248.4
20040211,34,91.13,100.82,5.26,1695,121.4,410.2,1083,6.558,835,842.7,15000,6495,241.35,388.5,284.25,64.94,838,75.1,74.35,7.845,32.14,63.375,5.4,10810,1519,846,131.8,377.5,133.5,386.5,60.05,152.75,2835,248
20040212,33.98,91.91,100.56,5.451,1720,124.25,413.7,1102,6.62,848,847.3,15440,6620,248.35,386.75,281.25,66.42,822,76.05,75.15,7.84,31.68,63.75,5.4,10750,1542,820,133.2,384.7,132.7,384.7,61.2,150.5,2835,243.1
20040213,34.56,94.27,103.24,5.536,1720,124.45,410.3,1095,6.582,855,845.6,15400,6690,244.2,380.25,282.5,66.35,829,76.125,74,7.93,31.72,64.175,5.48,10790,1536,818,133.2,376.3,132.8,384.9,61.1,148.5,2835,246.5
20040216,34.56,94.27,103.24,5.536,1725,124.45,410.3,1108,6.582,864,845.6,15400,6670,244.2,380.25,282.5,66.35,829,76.125,74,7.93,31.72,64.175,5.48,10700,1536,821,131.2,376.3,133.5,385.4,61.1,148.5,2827,246.5
20040217,35.19,94.03,105.16,5.319,1745,130,416,1129,6.78,897,861.1,15450,6760,246,375.25,284,67.2,851,76.475,74.3,8.09,31.9,58.6,5.58,10660,1539,825,133.3,376.8,134,388.5,61.35,149.75,2850,257.2
20040218,35.45,93.34,104.98,5.356,1733,130,412.3,1110,6.7,877,858.8,15500,6590,248.3,364.5,279.75,66.4,854.5,77.15,70.35,8.24,31.42,58.525,5.6,10810,1526,822,134.1,370.5,133.1,388.7,61.35,148,2845,259
20040219,36,92.44,105.69,5.235,1735.5,132.8,409.8,1122,6.658,866,853.3,15480,6655,243.25,372.75,284.75,67.89,880,77.65,70.65,8.315,32.47,59.7,5.52,10750,1466,851,135,380.5,133.9,395.2,61.15,148.5,2850,267.7
20040220,35.6,88.66,103.06,5.193,1727,130.75,397.5,1120,6.533,873,839.2,15100,6720,233,371.5,284.75,67.69,893,77.85,70.3,8.285,32.93,60.1,5.64,10800,1450,844,137.1,390.5,134.5,399,60.95,149.75,2870,270.2
20040223,34.35,88.51,102.77,5.127,1715,131.25,399,1114,6.49,844,840,14020,6810,229.1,391,287.25,68.7,911.5,78.575,69.75,8.36,33.66,61.025,5.72,10840,1447,852,138.7,387,136,407,59.7,151.25,2911,274.7
20040224,34.58,88.97,102.44,5.077,1732,132.55,404.5,1140,6.622,893,856.1,14375,6810,234.4,392.5,290.75,69,929.75,80.225,73.1,8.72,34.1,60.975,5.76,10860,1484,847,143.5,390.4,136.6,412.1,59.65,151.75,2823,280.3
20040225,35.68,93.39,105.89,5.15,1722,130.8,395.8,1130,6.535,883,851.8,14475,6875,226,387.25,291.75,69.1,933.75,81.475,72.45,8.85,33.83,60.125,5.84,11070,1512,848,148.3,382.7,137,415,60.3,152,2850,281
20040226,35.51,94.32,107.73,5.391,1717,134.8,395.5,1144,6.708,889,867.4,14480,6815,226.15,387.5,296,71.5,928,81.65,74.6,8.7,34.05,61.65,6.02,10860,1576,851,146.7,375,136.5,411,58.95,151.75,2850,276.5
20040227,36.16,96.09,109.5,5.416,1724.5,134.3,396.8,1138,6.696,890,887.4,14480,6950,229.15,380.75,296.25,72.1,942.5,81.5,75.05,8.96,34.19,62.025,6.03,10990,1570,855,144.2,385,136.5,411.5,58.8,156,2861,279.9
20040301,36.86,94.79,114.66,5.55,1748,139.45,399.6,1152,6.928,910,906.1,14725,6970,239.15,375,296,71.75,962.25,77.8,74.4,9.185,34.57,62.3,6.24,10940,1552,861,148.4,389.6,139.5,411.5,60.05,157,2899,283.9
20040302,36.66,93.45,114.28,5.565,1725,137.1,393.8,1149,6.71,892,875.5,14300,6990,237.85,374,289.5,69.9,931,77.575,73.7,8.98,33.35,62.825,6.16,11000,1520,860,145.1,389,141,410.5,61.9,152,2851,280
20040303,35.8,89.85,109.57,5.375,1667,130.1,392.7,1100,6.743,847,883.5,13850,6900,237.45,369.5,290.5,68.5,942,78.325,71.8,9.56,33.62,60.9,6.06,10910,1483,871,146.8,381.1,140,413.5,61.8,152.75,2844,283.1
20040304,36.64,92.31,110.52,5.457,1665,131.75,393.2,1101,6.759,850,882.1,13050,6910,243.35,370.75,290.75,67.6,932.5,79.425,72.6,9.54,32.95,60.475,6.13,11010,1467,874,144.1,383,140.6,412.5,62.15,152.5,2848,282.8
20040305,37.26,92.53,112.46,5.443,1681,133.8,401.6,1123,6.981,866,887,13350,6875,249.85,366.5,290.5,68,933.75,79.225,73.05,9.7,32.74,61.925,6.19,10890,1451,878,145.5,378.4,142,403,62,152.25,2848,283.8
20040308,36.57,89.9,108.35,5.393,1669,129.2,400.9,1115,6.974,863,894,13250,6925,264.25,360.25,286.5,65.75,911.5,79.05,73.6,10.17,32.2,61.2,6.22,10970,1452,876,147.7,374.7,142,403,60.9,152,2844,279.3
20040309,36.28,89.24,105.93,5.438,1650,127,404.5,1096,7.166,831,897.2,13025,6970,258.75,363,295,62.85,942,79.425,72.1,10.1,33.7,62.3,6.31,10890,1438,876,150,376,142,405.5,60.1,155,2859,284.1
20040310,36.1,87.93,107.02,5.397,1644,128.4,400.3,1105,7.171,836,923.6,13150,7050,270.6,359,291.75,64.63,923.5,82.425,73.15,9.92,32.5,62.65,6.35,11000,1379,867,149.5,372.1,142,410,60.5,155.25,2858,278.8
20040311,36.78,89.04,112.03,5.643,1686,133.55,401,1122,7.181,851,902.8,13050,7150,275.95,355,293,65.93,944,81.825,74.75,9.99,33.3,63.725,6.67,10900,1396,865,146.2,365.5,142,411,60.5,157,2858,285.5
20040312,36.19,87.89,109.73,5.596,1662,130.9,395.6,1111,7.051,849,907.1,12900,7200,276.55,357,295.5,64.62,954,81.4,74.65,10,33.05,64.325,6.68,10900,1402,873,148.4,372,142,412,62.2,155.5,2878,290
20040315,37.44,91.69,113.19,5.718,1670,134.7,399.6,1123,7.128,863,914,12700,7225,277.75,373,307.5,65.43,978.25,80.85,76,9.96,33.75,64.125,6.74,10900,1428,876,150.8,356,145,421.2,62.1,163.75,2898,297.8
20040316,37.48,91.48,112.64,5.688,1696,136.4,402.6,1148,7.155,890,902.4,13850,7380,279.3,372,305.25,65.79,989,82.625,76.55,10.08,33.57,65.3,6.8,11040,1444,872,147.9,357.4,146.6,425.2,62.35,162,2933,302.1
20040317,38.18,95.85,115.77,5.722,1667,134.85,407.1,1130,7.248,862,906.8,13800,7580,273.3,391.5,308.25,66.1,994,81.975,75.75,10.11,33.39,64.075,6.76,10870,1431,867,144.9,351.3,149,427.8,62.65,166.75,2900,304.9
20040318,37.93,94.63,115.27,5.631,1678,136.95,411.3,1140,7.453,865,898.7,14150,7795,279.95,398,312,67.75,1018,80.6,75.2,10.06,34.16,65.75,6.8,10900,1451,862,141.8,355.2,151.5,434.3,61.85,175,2898,313.9
20040319,38.08,93.88,115.55,5.582,1678,137.9,412.7,1145,7.551,875,890,14150,7885,276,392.75,312,67.92,1024,79.075,75.55,9.83,34.11,66.325,6.76,10800,1441,853,140,362.4,154,433.5,60.7,172,2888,314.2
20040322,37.11,91.37,112.91,5.546,1666,135.5,417.6,1132,7.618,855.5,897,13900,7890,288.9,422.75,318.5,67,1055.75,78.45,77.35,9.95,34.85,66.175,6.87,10730,1493,844,140.1,353.6,155.2,439.4,60.5,179.5,2849,325.5
20040323,37.45,93.32,114.68,5.53,1644,136.05,420,1107,7.698,824,914.4,13900,7900,289.05,413,315.75,64.86,1052,77.5,76.4,10.13,34.8,66.15,7.01,10320,1479,838,142.4,351.1,154.2,436.2,60.4,169,2781,325.5
20040324,37.01,92.07,114.64,5.429,1656,135.55,417.4,1111,7.64,834,919.1,14350,8355,286.5,412,309.5,65.26,1023.5,77.375,75.05,10.025,33.9,65.825,7.15,10350,1483,839,137.2,361.1,153.5,434.7,61.45,165.5,2700,317.8
20040325,35.51,88.9,110.49,5.336,1649,134.55,416.9,1091,7.592,810.5,912.7,13950,8110,287.4,408,306.75,64.2,1028.5,76.75,71.25,10.005,33.7,66.675,6.62,10320,1462,845,135.5,371.1,151,435.3,61.4,167,2892,319.7
20040326,35.73,89.21,112.9,5.395,1678,135.25,422.2,1101,7.707,817,912.1,14200,8090,289.7,405.25,305.5,64.9,1013,77.2,71.95,9.625,33.37,66.4,6.09,10250,1478,843,140.7,375.9,150.6,433.8,60.8,165.75,2790,316.9
20040329,35.45,88.47,111.84,5.365,1678,135.95,417.1,1106,7.615,821,888.9,14090,8260,288.9,405.75,305,65.55,1013,77.775,72.4,9.555,33.39,68.125,6.08,10380,1471,838,138.5,379,152.5,431,60.6,168.75,2761,314.5
20040330,36.25,90.71,115.62,5.755,1685,134.4,421.7,1103,7.775,814.5,896.9,13875,8330,289.1,415.25,312.25,65.1,1016.25,79.825,73.3,9.5,33.11,67.8,6.32,10370,1496,836,139.9,384.5,155,431.8,60.7,172,2751,316.5
20040331,35.76,88.64,112.44,5.933,1728,135.85,427.3,1110,7.945,822,908.7,14000,8475,289.95,408,320,62.1,995,79.825,73.75,9.45,32.23,66.65,6.4,10370,1549,832,140.7,381.1,156.7,423.5,60.3,174,2780,314.3
20040401,34.27,84.72,107.59,5.765,1745,137.1,427.8,1138,8.148,833,919.3,14500,8940,301.2,410.5,325.75,61.53,1029.5,79.1,74.1,9.95,32.77,65.3,6.25,10540,1517,818,144.1,391.1,161.1,434,59.05,178.75,2805,329.4
20040402,34.39,85.53,107.22,5.812,1757,135.2,421.6,1124,8.155,822,905.8,14325,8950,305.95,416.25,330.5,62.62,1045.5,79.95,73.4,10.26,32.64,64.175,6.36,10640,1418,825,145.2,396.3,163.1,437.8,59.2,177.75,2809,336
20040405,34.38,85.38,105.85,5.804,1734,131.7,415.4,1044,8.117,792,894,13875,8675,309.95,414,329.5,62.18,1024.5,80.825,71.95,10.1,32.74,63.4,6.31,10490,1436,826,143.2,392.7,161.5,432.8,59.55,173.75,2820,326.5
20040406,34.97,87.59,107.34,5.809,1750,132.7,418.9,1058.5,8.22,795,889.8,14300,9000,315.65,416.5,326.75,61.72,1009,81.4,72.8,9.98,32.41,63.5,6.43,10580,1432,829,144.6,388.6,158.5,413.7,61.3,172.5,2845,321.8
20040407,36.15,90.59,111.25,5.872,1745,131.8,422.8,1046,8.19,786,890.5,13900,8650,322.5,415,330,61.68,1016,81.475,73.25,10,32.67,62.325,6.66,10700,1400,832,142.1,389.3,161.4,418.6,60.05,176,2856,324.5
20040408,37.14,92.54,115.08,5.941,1749,131.25,419.9,1038.5,8.09,745,915.2,13800,8250,330.45,414.5,330.5,61.71,988,81.925,72.55,9.87,31.88,63.075,6.78,10770,1402,830,143.8,399.3,161.5,414.5,60.3,176,2857,316.8
20040409,37.14,92.54,115.08,5.941,1749,131.25,419.9,1038.5,8.09,745,915.2,13800,8250,330.45,414.5,330.5,61.71,988,81.925,72.55,9.87,31.88,63.075,6.78,10840,1402,830,145.4,399.3,161.5,414.5,60.3,176,2841,316.8
20040412,37.84,94.24,118.03,6.009,1749,129.7,420.1,1038.5,8.03,745,950.5,13800,8250,337.2,407.5,322.25,58.76,967,84.225,72.05,9.83,31.22,64.325,6.67,10670,1382,830,145.9,409.3,157,396,60.2,172,2801,309.5
20040413,37.21,92.97,115.6,5.788,1750,129.1,407,1020,7.45,712,940.6,12900,8450,326.8,393,311.75,57.37,971.5,84.6,69.35,9.83,31.49,64.325,6.61,10700,1375,830,146.1,414,155.5,400.5,59.85,163,2743,310.3
20040414,36.72,93.67,115.53,5.744,1791,130.3,399.8,1028,7.005,732,938.9,12975,8775,317.3,401.25,316.5,60.37,1013,85.1,70.5,9.91,32.83,64.575,6.71,10590,1380,830,148.5,410.2,157,411.5,60.35,166.75,2716,322
20040415,37.57,96.55,117.88,5.734,1807,129.45,397.7,1013,7.078,728,935.4,12645,8450,311.85,383,307.5,61.4,963,82.675,70.4,9.8,31.71,64.275,6.6,10590,1366,830,149,413.4,155,401.6,60.55,158.75,2711,303.4
20040416,37.74,96.03,117.11,5.61,1827,135.05,401,1028,7.145,740,933,13110,8475,313.75,388.5,314.5,61.99,965,81.8,70.05,10.03,32.27,68.425,6.69,10540,1336,840,147.2,412.9,157,401.5,60.5,162,2713,304.9
20040419,37.42,94.27,116.5,5.509,1837,136.8,400.6,1028,7.21,745,950.3,12650,8575,326.3,394,311.25,62.21,969,82.2,70.4,10.08,32.37,68.9,6.58,10470,1376,845,145.9,412,157,402.3,60.05,163,2733,304
20040420,37.6,93.11,115.84,5.553,1837,131.7,397.7,1042,6.945,738,930.7,12850,8600,316.35,397,309.25,61.5,952.75,83.175,69.65,10.115,32.28,68.65,6.6,10310,1332,838,145.2,406.9,157.7,400.6,60.3,163.25,2748,297.3
20040421,35.73,90.92,113.43,5.582,1720,123.35,390.8,1017,6.17,693,906.5,12425,8250,295.25,385,304,63.45,935,82.35,67.35,10.235,31.65,69.425,6.58,10500,1335,850,140.8,399.6,156.1,401.5,59.7,161,2729,294.5
20040422,36.71,94.11,118.2,5.623,1714,122.95,393.3,1019.5,6.028,711,858.3,12050,8520,273.8,379,304,64.48,947,82,67.7,10.4,31.87,70.725,6.55,10500,1328,850,141.1,404,158.8,401.5,59.1,160.25,2803,299.1
20040423,36.46,91.69,116.46,5.571,1719,124.3,395.1,1037,6.163,711,864.5,11995,8625,280.85,373,303.5,63.95,967,82.825,67.95,10.565,33.01,71.3,6.51,10580,1356,850,141.1,403.8,162.4,409.9,59.1,163.5,2880,303.4
20040426,36.97,93.27,118.22,5.764,1720,124.15,396,1040,6.173,722,838.9,11700,8750,273.15,374,301.25,64.18,964.5,83.425,68.05,10.67,32.93,72.075,6.53,10600,1396,850,141.1,404.5,163.1,408.1,58.6,166.25,2486,301.2
