,last
126499,28361
126500,28366
126501,28366
126502,28363
126503,28368
126504,28370
126505,28370
126506,28370
126507,28370
126508,28373
126509,28375
126510,28379
126511,28382
126512,28383
126513,28387
126514,28387
126515,28389
126516,28388
126517,28388
126518,28389
126519,28389
126520,28389
126521,28388
126522,28387
126523,28387
126524,28384
126525,28380
126526,28379
126527,28379
126528,28379
126529,28379
126530,28376
126531,28375
126532,28375
126533,28380
126534,28376
126535,28375
126536,28374
126537,28372
126538,28377
126539,28374
126540,28380
126541,28380
126542,28382
126543,28385
126544,28382
126545,28384
126546,28386
126547,28381
126548,28381
126549,28381
126550,28381
126551,28381
126552,28379
126553,28376
126554,28379
126555,28375
126556,28374
126557,28374
126558,28375
126559,28375
126560,28375
126561,28375
126562,28372
126563,28370
126564,28367
126565,28368
126566,28371
126567,28375
126568,28376
126569,28375
126570,28374
126571,28364
126572,28361
126573,28358
126574,28357
126575,28353
126576,28352
126577,28351
126578,28349
126579,28348
126580,28346
126581,28345
126582,28350
126583,28347
126584,28354
126585,28357
126586,28355
126587,28361
126588,28361
126589,28357
126590,28359
126591,28363
126592,28366
126593,28365
126594,28365
126595,28365
126596,28365
126597,28365
126598,28365
126599,28365
126600,28365
126601,28365
126602,28365
126603,28365
126604,28369
126605,28367
126606,28366
126607,28372
126608,28373
126609,28375
126610,28375
126611,28378
126612,28376
126613,28373
126614,28375
126615,28370
126616,28370
126617,28370
126618,28363
126619,28358
126620,28359
126621,28363
126622,28367
126623,28367
126624,28361
126625,28366
126626,28373
126627,28377
126628,28377
126629,27922
126630,27922
126631,28378
126632,28380
126633,28383
126634,28383
126635,28386
126636,28384
126637,28384
126638,28379
126639,28385
126640,28386
126641,28388
126642,28387
126643,28387
126644,28387
126645,28390
126646,28389
126647,28393
126648,28392
126649,28390
126650,28394
126651,28393
126652,28390
126653,28385
126654,28386
126655,28386
126656,28386
126657,28387
126658,28387
126659,28385
126660,28383
126661,28382
126662,28376
126663,28380
126664,28383
126665,28378
126666,28378
126667,28382
126668,28383
126669,28382
126670,28386
126671,28385
126672,28385
126673,28384
126674,28387
126675,28383
126676,28383
126677,28383
126678,28383
126679,28383
126680,28383
126681,28383
126682,28383
126683,28381
126684,28376
126685,28375
126686,28376
126687,28380
126688,28381
126689,28383
126690,28386
126691,28385
126692,28385
126693,28383
126694,28388
126695,28384
126696,28391
126697,28391
126698,28391
126699,28392
126700,28390
126701,28395
126702,28393
126703,28395
126704,28393
126705,28395
126706,28396
126707,28402
126708,28402
126709,28397
126710,28396
126711,28397
126712,28397
126713,28397
126714,28397
126715,28397
126716,28397
126717,28397
126718,28398
126719,28396
126720,28398
126721,28398
126722,28399
126723,28403
126724,28405
126725,28403
126726,28407
126727,28401
126728,28400
126729,28400
126730,28400
126731,28400
126732,28400
126733,28402
126734,28404
126735,28404
126736,28405
126737,28405
126738,28406
126739,28407
126740,28408
126741,28408
126742,28409
126743,28410
126744,28409
126745,28409
126746,28410
126747,28406
126748,28406
126749,28404
126750,28404
126751,28408
126752,28407
126753,28404
126754,28404
126755,28400
126756,28409
126757,28410
126758,28412
126759,28414
126760,28408
126761,28409
126762,28410
126763,28410
126764,28410
126765,28410
126766,28410
126767,28414
126768,28410
126769,28412
126770,28414
126771,28416
126772,28417
126773,28420
126774,28423
126775,28425
126776,28426
126777,28425
126778,28422
126779,28424
126780,28425
126781,28428
126782,28431
126783,28430
126784,28423
126785,28421
126786,28425
126787,28420
126788,28420
126789,28420
126790,28420
126791,28419
126792,28418
126793,28416
126794,28414
126795,28417
126796,28414
126797,28414
126798,28414
126799,28412
126800,28410
126801,28408
126802,28409
126803,28405
126804,28407
126805,28406
126806,28404
126807,28402
126808,28402
126809,28404
126810,28406
126811,27947
126812,28407
126813,28409
126814,28410
126815,28411
126816,28408
126817,28406
126818,28405
126819,28404
126820,28404
126821,28403
126822,28407
126823,28408
126824,28408
126825,28407
126826,28406
126827,28407
126828,28407
126829,28409
126830,28410
126831,28409
126832,28409
126833,28409
126834,28409
126835,28409
126836,28409
126837,28407
126838,28406
126839,28404
126840,28400
126841,28400
126842,28402
126843,28402
126844,28402
126845,28402
126846,28400
126847,28401
126848,28401
126849,28401
126850,28398
126851,28396
126852,28396
126853,28399
126854,28397
126855,28396
126856,28401
126857,28397
126858,28395
126859,28395
126860,28395
126861,28393
126862,28392
126863,28390
126864,28389
126865,28386
126866,28384
126867,28388
126868,28389
126869,28383
126870,28381
126871,28378
126872,28375
126873,28374
126874,28369
126875,28362
126876,28360
126877,28357
126878,28358
126879,28356
126880,28357
126881,28358
126882,28354
126883,28352
126884,28350
126885,28351
126886,28351
126887,28351
126888,28351
126889,28351
126890,28348
126891,28346
126892,28352
126893,28354
126894,28354
126895,28355
126896,28354
126897,28357
126898,28354
126899,28355
126900,28356
126901,28355
126902,28351
126903,28349
126904,28350
126905,28350
126906,28346
126907,28347
126908,28350
126909,28344
126910,28344
126911,28347
126912,28345
126913,28340
126914,28342
126915,28335
126916,28334
126917,28334
126918,28338
126919,28336
126920,28336
126921,28338
126922,28336
126923,28337
126924,28339
126925,28337
126926,28341
126927,28344
126928,28345
126929,28348
126930,28349
126931,28351
126932,28356
126933,28357
126934,28357
126935,28359
126936,28359
126937,28356
126938,28358
126939,28362
126940,28364
126941,28365
126942,28361
126943,28362
126944,28365
126945,28363
126946,28360
126947,28360
126948,28357
126949,28358
126950,28356
126951,28359
126952,28359
126953,28367
126954,28370
126955,28367
126956,28366
126957,28363
126958,28367
126959,28362
126960,28360
126961,28359
126962,28358
126963,28356
126964,28355
126965,28358
126966,28359
126967,28361
126968,28357
126969,28358
126970,28355
126971,28354
126972,28354
126973,28351
126974,28350
126975,28349
126976,28348
126977,28348
126978,28344
126979,28344
126980,28347
126981,28348
126982,28352
126983,28347
126984,28347
126985,28351
126986,28351
126987,28353
126988,28347
126989,28345
126990,28344
126991,27893
126992,28347
126993,28341
126994,28343
126995,28340
126996,28339
126997,28338
126998,28337
126999,28340
127000,28337
127001,28336
127002,28333
127003,28333
127004,28331
127005,28332
127006,28331
127007,28330
127008,28332
127009,28332
127010,28334
127011,28336
127012,28345
127013,28340
127014,28341
127015,28341
127016,28337
127017,28340
127018,28338
127019,28333
127020,28330
127021,27878
127022,28327
127023,28327
127024,28331
127025,28333
127026,28338
127027,28337
127028,28338
127029,28342
127030,28338
127031,28337
127032,28337
127033,28333
127034,28330
127035,28335
127036,28340
127037,28346
127038,28349
127039,28345
127040,28346
127041,28352
127042,28355
127043,28359
127044,28351
127045,28354
127046,28354
127047,28357
127048,28356
127049,28356
127050,28348
127051,28346
127052,28345
127053,28347
127054,28352
127055,28345
127056,28350
127057,28350
127058,28352
127059,28352
127060,28352
127061,28353
127062,28356
127063,28351
127064,28355
127065,28352
127066,28349
127067,28349
127068,28348
127069,28346
127070,28339
127071,28337
127072,28334
127073,28334
127074,28330
127075,28329
127076,28326
127077,28319
127078,28314
127079,28313
127080,28310
127081,28308
127082,28305
127083,28308
127084,28310
127085,28307
127086,28313
127087,28310
127088,28309
127089,28310
127090,28309
127091,28309
127092,28308
127093,28306
127094,28304
127095,28305
127096,28309
127097,28313
127098,28316
127099,28318
127100,28320
127101,28320
127102,28319
127103,28323
127104,28323
127105,28326
127106,28328
127107,28328
127108,28329
127109,28330
127110,28335
127111,28340
127112,28339
127113,28335
127114,28331
127115,28334
127116,28332
127117,28334
127118,28330
127119,28329
127120,28329
127121,28329
127122,28326
127123,28322
127124,28326
127125,28329
127126,28330
127127,28327
127128,28326
127129,28323
127130,28324
127131,28322
127132,28317
127133,28311
127134,28310
127135,28316
127136,28317
127137,28313
127138,28317
127139,28312
127140,28317
127141,28311
127142,28307
127143,28305
127144,28304
127145,28308
127146,28312
127147,28309
127148,28305
127149,28303
127150,28303
127151,28300
127152,28300
127153,28300
127154,28307
127155,28301
127156,28303
127157,28302
127158,28302
127159,28305
127160,28309
127161,28310
127162,28310
127163,28306
127164,28305
127165,28304
127166,28306
127167,28309
127168,28304
127169,28301
127170,28304
127171,28302
127172,28301
127173,28298
127174,28293
127175,28292
127176,28295
127177,28290
127178,28287
127179,28285
127180,28289
127181,28285
127182,28282
127183,28282
127184,28280
127185,28277
127186,28284
127187,28285
127188,28290
127189,28291
127190,28293
127191,28297
127192,28295
127193,28291
127194,28293
127195,28289
127196,28285
127197,28282
127198,28283
127199,28289
127200,28291
127201,28289
127202,28287
127203,28287
127204,28285
127205,28281
127206,28283
127207,28276
127208,28274
127209,28276
127210,28271
127211,28274
127212,28275
127213,28277
127214,28278
127215,28280
127216,28279
127217,28280
127218,28276
127219,28275
127220,28279
127221,28276
127222,28274
127223,28273
127224,28270
127225,28270
127226,28273
127227,28266
127228,28265
127229,28265
127230,28265
127231,28262
127232,28265
127233,28261
127234,28260
127235,28256
127236,28253
127237,28250
127238,28250
127239,27801
127240,28249
127241,28247
127242,28246
127243,28248
127244,28250
127245,28247
127246,28248
127247,28250
127248,28252
127249,28245
127250,28245
127251,28250
127252,28250
127253,28251
127254,28252
127255,28250
127256,28249
127257,28251
127258,28254
127259,28251
127260,28255
127261,28257
127262,28259
127263,28258
127264,28260
127265,28260
127266,28265
127267,28267
127268,28270
127269,28270
127270,28269
127271,28271
127272,28274
127273,28272
127274,28270
127275,28268
127276,28274
127277,28274
127278,28276
127279,28275
127280,28275
127281,28271
127282,28270
127283,28266
127284,28260
127285,28258
127286,28267
127287,28268
127288,28271
127289,28270
127290,28269
127291,28265
127292,28267
127293,28265
127294,28265
127295,28263
127296,28258
127297,28256
127298,28253
127299,28256
127300,28250
127301,28254
127302,28257
127303,28261
127304,28258
127305,28265
127306,28259
127307,28254
127308,28261
127309,28268
127310,28269
127311,28269
127312,28264
127313,28270
127314,28274
127315,28271
127316,28270
127317,28272
127318,28273
127319,28274
127320,28278
127321,28280
127322,28276
127323,28278
127324,28278
127325,28277
127326,28277
127327,28281
127328,28283
127329,28284
127330,28284
127331,28284
127332,28286
127333,28287
127334,28289
127335,28290
127336,28288
127337,28292
127338,28290
127339,28290
127340,28291
127341,28287
127342,28294
127343,28287
127344,28285
127345,28282
127346,28279
127347,28280
127348,28279
127349,28280
127350,28286
127351,28285
127352,28286
127353,28291
127354,28288
127355,28287
127356,28291
127357,28292
127358,28292
127359,28293
127360,28294
127361,28294
127362,28290
127363,28288
127364,28290
127365,28287
127366,28290
127367,28289
127368,28289
127369,28292
127370,28292
127371,28292
127372,28296
127373,28295
127374,28294
127375,28290
127376,28289
127377,28290
127378,28290
127379,28294
127380,28292
127381,28290
127382,28288
127383,28286
127384,28284
127385,28282
127386,28280
127387,28283
127388,28281
127389,28280
127390,28278
127391,28277
127392,28279
127393,28279
127394,28282
127395,28276
127396,28278
127397,28278
127398,28277
127399,28274
127400,28273
127401,28275
127402,28276
127403,28278
127404,28278
127405,28278
127406,28278
127407,28281
127408,28279
127409,28282
127410,28281
127411,28281
127412,28280
127413,28287
127414,28287
127415,28289
127416,28290
127417,28290
127418,28290
127419,28287
127420,28293
127421,28294
127422,28297
127423,28297
127424,28297
127425,28297
127426,28297
127427,28300
127428,28302
127429,28305
127430,28306
127431,28309
127432,28307
127433,28311
127434,28314
127435,28312
127436,28314
127437,28316
127438,28318
127439,28321
127440,28325
127441,28329
127442,28332
127443,28331
127444,28322
127445,28326
127446,28326
127447,28330
127448,28328
127449,28331
127450,28326
127451,28325
127452,28319
127453,28318
127454,28318
127455,28319
127456,28315
127457,28316
127458,28311
127459,28311
127460,28308
127461,28314
127462,28314
127463,28318
127464,28318
127465,28321
127466,28324
127467,28326
127468,28331
127469,28330
127470,28332
127471,28333
127472,28331
127473,28334
127474,28328
127475,28333
127476,28332
127477,28331
127478,28330
127479,28333
127480,28330
127481,28332
127482,28328
127483,28324
127484,28321
127485,28323
127486,28325
127487,28318
127488,28320
127489,28321
127490,28321
127491,28324
127492,28323
127493,28322
127494,28322
127495,28316
127496,28319
127497,28320
127498,28318
127499,28316
127500,28313
127501,28317
127502,28317
127503,28315
127504,28315
127505,28315
127506,28315
127507,28318
127508,28319
127509,28320
127510,28321
127511,28325
127512,28328
127513,28332
127514,28332
127515,28333
127516,28328
127517,28329
127518,28329
127519,28329
127520,28329
127521,28334
127522,28337
127523,28335
127524,28337
127525,28340
127526,28344
127527,28345
127528,28345
127529,28345
127530,28348
127531,28350
127532,28348
127533,28349
127534,28351
127535,28353
127536,28356
127537,28355
127538,28352
127539,28352
127540,28348
127541,28349
127542,28346
127543,28346
127544,28353
127545,28350
127546,28355
127547,27900
127548,28357
127549,28355
127550,28360
127551,28362
127552,28359
127553,28356
127554,28351
127555,28355
127556,28353
127557,28352
127558,28348
127559,28351
127560,28345
127561,28344
127562,28342
127563,28343
127564,28340
127565,28338
127566,28338
127567,28341
127568,28342
127569,28342
127570,28347
127571,28348
127572,28348
127573,28350
127574,28350
127575,28352
127576,28354
127577,28352
127578,28351
127579,28352
127580,28348
127581,28346
127582,28346
127583,28345
127584,28348
127585,28352
127586,28352
127587,28350
127588,28356
127589,28359
127590,28361
127591,28360
127592,28361
127593,28364
127594,28365
127595,28367
127596,28370
127597,28370
127598,28365
127599,28362
127600,28363
127601,28360
127602,28364
127603,28366
127604,28366
127605,28367
127606,28366
127607,28363
127608,28364
127609,28362
127610,28365
127611,28366
127612,28369
127613,28368
127614,28363
127615,28367
127616,28364
127617,28365
127618,28368
127619,28371
127620,28365
127621,28363
127622,28366
127623,28371
127624,28369
127625,28373
127626,28371
127627,28375
127628,28371
127629,28375
127630,28376
127631,28376
127632,28378
127633,28378
127634,28380
127635,28381
127636,28382
127637,28384
127638,28385
127639,28381
127640,28376
127641,28384
127642,28385
127643,28385
127644,28386
127645,28390
127646,28388
127647,28389
127648,28388
127649,28390
127650,28389
127651,28393
127652,28395
127653,28398
127654,28397
127655,28394
127656,28390
127657,28393
127658,28392
127659,28391
127660,28392
127661,28392
127662,28389
127663,28388
127664,28383
127665,28381
127666,28379
127667,28378
127668,28380
127669,28383
127670,28383
127671,28381
127672,28377
127673,28375
127674,28373
127675,28373
127676,28368
127677,28366
127678,28365
127679,28362
127680,28361
127681,28360
127682,28359
127683,28361
127684,28361
127685,28361
127686,28363
127687,28365
127688,28368
127689,28362
127690,28362
127691,28362
127692,28364
127693,28364
127694,28364
127695,28364
127696,28364
127697,28364
127698,28364
127699,28364
127700,28364
127701,28364
127702,28364
127703,28364
127704,28364
127705,28364
127706,28364
127707,28364
127708,28364
127709,28364
127710,28364
127711,28364
127712,28364
127713,28364
127714,28360
127715,28360
127716,27912
127717,28365
127718,28366
127719,28366
127720,28367
127721,28365
127722,28365
127723,28367
127724,28366
127725,28366
127726,28366
127727,28366
127728,28368
127729,28368
127730,27921
127731,28370
127732,28368
127733,28370
127734,28365
127735,27920
127736,28366
127737,28367
127738,28371
127739,28369
127740,28367
127741,28366
127742,28369
127743,28367
127744,28362
127745,28360
127746,28357
127747,28356
127748,28362
127749,28359
127750,28357
127751,28355
127752,28360
127753,28362
127754,28354
127755,28352
127756,28351
127757,28350
127758,28351
127759,28350
127760,28348
127761,28346
127762,28344
127763,28344
127764,28345
127765,28350
127766,28348
127767,28354
127768,28351
127769,28348
127770,28348
127771,28348
127772,28351
127773,28351
127774,28349
127775,28353
127776,28355
127777,28352
127778,28356
127779,28361
127780,28361
127781,28363
127782,28363
127783,28356
127784,28356
127785,28356
127786,28352
127787,28358
127788,28357
127789,28362
127790,28365
127791,28367
127792,28366
127793,28367
127794,28367
127795,28369
127796,28369
127797,28369
127798,28368
127799,28370
127800,28372
127801,28372
127802,28371
127803,28375
127804,28371
127805,28370
127806,28366
127807,28362
127808,28367
127809,28367
127810,28367
127811,28366
127812,28369
127813,28361
127814,28359
127815,28357
127816,28355
127817,28352
127818,28349
127819,28350
127820,28350
127821,28350
127822,28351
127823,28350
127824,28352
127825,28353
127826,28352
127827,28349
127828,28354
127829,28352
127830,28355
127831,28350
127832,28355
127833,28351
127834,28350
127835,28351
127836,28354
127837,28356
127838,28351
127839,28348
127840,28348
127841,28347
127842,28346
127843,28348
127844,28349
127845,28349
127846,28349
127847,28353
127848,28354
127849,28345
127850,28341
127851,28340
127852,28344
127853,28344
127854,28343
127855,28338
127856,28335
127857,28334
127858,28331
127859,28330
127860,28328
127861,28322
127862,28321
127863,28317
127864,28318
127865,28318
127866,28312
127867,28315
127868,28321
127869,28323
127870,28325
127871,28329
127872,28328
127873,28337
127874,28336
127875,28339
127876,28332
127877,28328
127878,28331
127879,28331
127880,28332
127881,28322
127882,28320
127883,28323
127884,28320
127885,28324
127886,28324
127887,28326
127888,28326
127889,28325
127890,28319
127891,28322
127892,28322
127893,28325
127894,28326
127895,28321
127896,28318
127897,28325
127898,28328
127899,28330
127900,28336
127901,28337
127902,28337
127903,28340
127904,28340
127905,28342
127906,28342
127907,28344
127908,28348
127909,28347
127910,28351
127911,28350
127912,28347
127913,28344
127914,28341
127915,28340
127916,28335
127917,28336
127918,28334
127919,28333
127920,28328
127921,28324
127922,28318
127923,28316
127924,28314
127925,28309
127926,28312
127927,28311
127928,28306
127929,28303
127930,28304
127931,28304
127932,28305
127933,28308
127934,28306
127935,28313
127936,28316
127937,28320
127938,28320
127939,28320
127940,28326
127941,28326
127942,28326
127943,28326
127944,28316
127945,28318
127946,28318
127947,28319
127948,28319
127949,28312
127950,28317
127951,28320
127952,28329
127953,28327
127954,28328
127955,28333
127956,28336
127957,28336
127958,28340
127959,28336
127960,28335
127961,28334
127962,28328
127963,28332
127964,28335
127965,28332
127966,28327
127967,28324
127968,28320
127969,28326
127970,28321
127971,28322
127972,28317
127973,28319
127974,28322
127975,28320
127976,28320
127977,28323
127978,28325
127979,28326
127980,28328
127981,28331
127982,28331
127983,28330
127984,28324
127985,28321
127986,28316
127987,28314
127988,28314
127989,28311
127990,28316
127991,28317
127992,28318
127993,28320
127994,28317
127995,28317
127996,28322
127997,28325
127998,28327
127999,28328
128000,28324
128001,28327
128002,28327
128003,28331
128004,28328
128005,28324
128006,28323
128007,28320
128008,28317
128009,28320
128010,28318
128011,28320
128012,28320
128013,28320
128014,28320
128015,28320
128016,28321
128017,28314
128018,28313
128019,28313
128020,28313
128021,28311
128022,28312
128023,28313
128024,28312
128025,28313
128026,28306
128027,28317
128028,28319
128029,28320
128030,28320
128031,28320
128032,28320
128033,28320
128034,28324
128035,28322
128036,28327
128037,28330
128038,28327
128039,28331
128040,28328
128041,28330
128042,28327
128043,28324
128044,28318
128045,28322
128046,28329
128047,28331
128048,28330
128049,28332
128050,28336
128051,28338
128052,28338
128053,28342
128054,28345
128055,28342
128056,28341
128057,28335
128058,28343
128059,28342
128060,28340
128061,28340
128062,28344
128063,28343
128064,28348
128065,28350
128066,28351
128067,28352
128068,28348
128069,28344
128070,28343
128071,28344
128072,28339
128073,28345
128074,28353
128075,28353
128076,28353
128077,28353
128078,28353
128079,28352
128080,28355
128081,28355
128082,28355
128083,28355
128084,28360
128085,28362
128086,28359
128087,28360
128088,28362
128089,28357
128090,28356
128091,28358
128092,28351
128093,28350
128094,28349
128095,28352
128096,28351
128097,28351
128098,28349
128099,28356
128100,28349
128101,28348
128102,28348
128103,28344
128104,28341
128105,28350
128106,28350
128107,28350
128108,28351
128109,28356
128110,28351
128111,28353
128112,28351
128113,28348
128114,28349
128115,28353
128116,28353
128117,28349
128118,28347
128119,28347
128120,28347
128121,28347
128122,28347
128123,28347
128124,28346
128125,28347
128126,28347
128127,28347
128128,28347
128129,28347
128130,28345
128131,28343
128132,28342
128133,28342
128134,28341
128135,28344
128136,28345
128137,28350
128138,28347
128139,28347
128140,28347
128141,28347
128142,28347
128143,28347
128144,28347
128145,28347
128146,28347
128147,28347
128148,28347
128149,28347
128150,28349
128151,28347
128152,28347
128153,28351
128154,28353
128155,28353
128156,28351
128157,28354
128158,28356
128159,28357
128160,28358
128161,28359
128162,28359
128163,28360
128164,28364
128165,28363
128166,28367
128167,28364
128168,28364
128169,28364
128170,28361
128171,28364
128172,28363
128173,28362
128174,28359
128175,28358
128176,28358
128177,28358
128178,28358
128179,28358
128180,28358
128181,28358
128182,28359
128183,28363
128184,28363
128185,28363
128186,28363
128187,28363
128188,28363
128189,28363
128190,28364
128191,28365
128192,28365
128193,28366
128194,28369
128195,28363
128196,28367
128197,28367
128198,28363
128199,28364
128200,28365
128201,28365
128202,28367
128203,28371
128204,28371
128205,28374
128206,28376
128207,28377
128208,28379
128209,28379
128210,28379
128211,28380
128212,28381
128213,28384
128214,28384
128215,28384
128216,28385
128217,28385
128218,28385
128219,28385
128220,28382
128221,28383
128222,28383
128223,28385
128224,28384
128225,28380
128226,28381
128227,28376
128228,28371
128229,28365
128230,28369
128231,28372
128232,28376
128233,28375
128234,28376
128235,28376
128236,28376
128237,28376
128238,28377
128239,28380
128240,28380
128241,28385
128242,28388
128243,28388
128244,28388
128245,28388
128246,28385
128247,28384
128248,28388
128249,28389
128250,28389
128251,28389
128252,28393
128253,28390
128254,28395
128255,28395
128256,28392
128257,28390
128258,28387
128259,28388
128260,28389
128261,28392
128262,28394
128263,28392
128264,28393
128265,28391
128266,28390
128267,28389
128268,28389
128269,28387
128270,28389
128271,28385
128272,28385
128273,28383
128274,28381
128275,28386
128276,28386
128277,28394
128278,28398
128279,28399
128280,28400
128281,28400
128282,28400
128283,28401
128284,28403
128285,28407
128286,28408
128287,28404
128288,28402
128289,28394
128290,28393
128291,28389
128292,28387
128293,28386
128294,28386
128295,28384
128296,28383
128297,28380
128298,28383
128299,28381
128300,28380
128301,28380
128302,28380
128303,28386
128304,28382
128305,28384
128306,28387
128307,28390
128308,28388
128309,28391
128310,28389
128311,28389
128312,28386
128313,28389
128314,28390
128315,28387
128316,28387
128317,28391
128318,28385
128319,28384
128320,28380
128321,28377
128322,28379
128323,28380
128324,28380
128325,28380
128326,28383
128327,28386
128328,28385
128329,28388
128330,28389
128331,28389
128332,28386
128333,28386
128334,28386
128335,28386
128336,28386
128337,28385
128338,28381
128339,28380
128340,28379
128341,28382
128342,28388
128343,28389
128344,28392
128345,28391
128346,28393
128347,28394
128348,28394
128349,28397
128350,28401
128351,28400
128352,28404
128353,28404
128354,28408
128355,28410
128356,28410
128357,28411
128358,28407
128359,28408
128360,28407
128361,28406
128362,28409
128363,28410
128364,28410
128365,28410
128366,28410
128367,28410
128368,28410
128369,28409
128370,28410
128371,28407
128372,28407
128373,28408
128374,28407
128375,28408
128376,28407
128377,28407
128378,28402
128379,28402
128380,28397
128381,28394
128382,28397
128383,28401
128384,28400
128385,28397
128386,28400
128387,28398
128388,28401
128389,28400
128390,28401
128391,28396
128392,28395
128393,28395
128394,28395
128395,28395
128396,28391
128397,28391
128398,28391
128399,28394
128400,28399
128401,28398
128402,28397
128403,28395
128404,28396
128405,28397
128406,28397
128407,28400
128408,28400
128409,28400
128410,28400
128411,28401
128412,28404
128413,28405
128414,28410
128415,28413
128416,28411
128417,28410
128418,28410
128419,28410
128420,28410
128421,28410
128422,28410
128423,28410
128424,28410
128425,28410
128426,28410
128427,28410
128428,28410
128429,28410
128430,28410
128431,28410
128432,28410
128433,28410
128434,28410
128435,28410
128436,28410
128437,28410
128438,28410
128439,28410
128440,28410
128441,28410
128442,28410
128443,28410
128444,28410
128445,28410
128446,28411
128447,28411
128448,28412
128449,28408
128450,28412
128451,28414
128452,28412
128453,28414
128454,28414
128455,28413
128456,28410
128457,28410
128458,28411
128459,28409
128460,28409
128461,28410
128462,28410
128463,28410
128464,28407
128465,28410
128466,28410
128467,28409
128468,28407
128469,28410
128470,28415
128471,28414
128472,28414
128473,28414
128474,28414
128475,28414
128476,28414
128477,28414
128478,28414
128479,28414
128480,28414
128481,28416
128482,28417
128483,28418
128484,28419
128485,28419
128486,28419
128487,28419
128488,28419
128489,28419
128490,28420
128491,28425
128492,28425
128493,28426
128494,28425
128495,28422
128496,28420
128497,28418
128498,28419
128499,28421
128500,28424
128501,28424
128502,28423
128503,28420
128504,28426
128505,28429
128506,28429
128507,28424
128508,28420
128509,28422
128510,28421
128511,28422
128512,28421
128513,28417
128514,28413
128515,28411
128516,28414
128517,28418
128518,28419
128519,28419
128520,28419
128521,28422
128522,28424
128523,28426
128524,28429
128525,28431
128526,28434
128527,28432
128528,28433
128529,28433
128530,28435
128531,28437
128532,28435
128533,28436
128534,28438
128535,28438
128536,28439
128537,28440
128538,28438
128539,28438
128540,28438
128541,28438
128542,28438
128543,28438
128544,28436
128545,28435
128546,28432
128547,28431
128548,28432
128549,28437
128550,28437
128551,28438
128552,28435
128553,28435
128554,28432
128555,28430
128556,28431
128557,28430
128558,28429
128559,28432
128560,28432
128561,28432
128562,28432
128563,28432
128564,28428
128565,28426
128566,28424
128567,28425
128568,28426
128569,28426
128570,28426
128571,28426
128572,28426
128573,28426
128574,28423
128575,28422
128576,28425
128577,28427
128578,28423
128579,28422
128580,28426
128581,28421
128582,28421
128583,28421
128584,28421
128585,28421
128586,28424
128587,28422
128588,28423
128589,28422
128590,28424
128591,28424
128592,28424
128593,28424
128594,28424
128595,28424
128596,28424
128597,28424
128598,28424
128599,28426
128600,28422
128601,28424
128602,28427
128603,28428
128604,28430
128605,28432
128606,28432
128607,28433
128608,28432
128609,28432
128610,28432
128611,28432
128612,28432
128613,28432
128614,28433
128615,28433
128616,28436
128617,28436
128618,28437
128619,28436
128620,28434
128621,28433
128622,28433
128623,28432
128624,28435
128625,28434
128626,28433
128627,28431
128628,27989
128629,28430
128630,28426
128631,28432
128632,28427
128633,28426
128634,28429
128635,28428
128636,28428
128637,28428
128638,28428
128639,28428
128640,28428
128641,28429
128642,27988
128643,28428
128644,28433
128645,28435
128646,28434
128647,28434
128648,28434
128649,28433
128650,28431
128651,28432
128652,28427
128653,28427
128654,28426
128655,28421
128656,28422
128657,28422
128658,28420
128659,28424
128660,28421
128661,28419
128662,28419
128663,28418
128664,28418
128665,28418
128666,28418
128667,28416
128668,28415
128669,28415
128670,28416
128671,28416
128672,28416
128673,28416
128674,28414
128675,28410
128676,28410
128677,28410
128678,28410
128679,28410
128680,28410
128681,28412
128682,28410
128683,28411
128684,28410
128685,28410
128686,28410
128687,28409
128688,28407
128689,28405
128690,28405
128691,28405
128692,28406
128693,28407
128694,28404
128695,28405
128696,28401
128697,28401
128698,28402
128699,28402
128700,28402
128701,28403
128702,28403
128703,28404
128704,28408
128705,28412
128706,28415
128707,28414
128708,28414
128709,28414
128710,28414
128711,28416
128712,28415
128713,28411
128714,28407
128715,28410
128716,28412
128717,28409
128718,28413
128719,28413
128720,28412
128721,28412
128722,28412
128723,28412
128724,28412
128725,28412
128726,28412
128727,28412
128728,28412
128729,28412
128730,28412
128731,28413
128732,28414
128733,28410
128734,28410
128735,28411
128736,28414
128737,28414
128738,28414
128739,28414
128740,28415
128741,28415
128742,28414
128743,28414
128744,28413
128745,28412
128746,28413
128747,28413
128748,28412
128749,28415
128750,28416
128751,28418
128752,28414
128753,28414
128754,28414
128755,28417
128756,28420
128757,28422
128758,28420
128759,28422
128760,28425
128761,28427
128762,28428
128763,28428
128764,28428
128765,28428
128766,28428
128767,28428
128768,28428
128769,28428
128770,28428
128771,28428
128772,28428
128773,28426
128774,28429
128775,28428
128776,28428
128777,28430
128778,28435
128779,28435
128780,28439
128781,28440
128782,28441
128783,28441
128784,28439
128785,28440
128786,28443
128787,28441
128788,28441
128789,28438
128790,28438
128791,28437
128792,28434
128793,28431
128794,28435
128795,28436
128796,28436
128797,28436
128798,28436
128799,28436
128800,28436
128801,28436
128802,28436
128803,28436
128804,28436
128805,28436
128806,28436
128807,28436
128808,28436
128809,28436
128810,28437
128811,28436
128812,28435
128813,28434
128814,28438
128815,28435
128816,28434
128817,28441
128818,28440
128819,28441
128820,28443
128821,28442
128822,28442
128823,28444
128824,28446
128825,28445
128826,28448
128827,28449
128828,28449
128829,28450
128830,28452
